Locus_Tag	Gene_Name	Product_Description	Strain_Name	Accession	GO_Term	Namespace	GO_Evidence_Code	Evidence_Ontology_ECO_Code	Evidence_Ontology_Term	Similar_To_Binds_To	PMID
PALES_06091	ptrB	repressor, PtrB	Pseudomonas aeruginosa LESB58 	GO:0008270	zinc ion binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01258	PMID:24451626
PALES_06091	ptrB	repressor, PtrB	Pseudomonas aeruginosa LESB58 	GO:1900378	positive regulation of secondary metabolite biosynthetic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0612	PMID:16109947
PALES_06091	ptrB	repressor, PtrB	Pseudomonas aeruginosa LESB58 	GO:0031328	positive regulation of cellular biosynthetic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0612	PMID:18227247
PALES_06251	PALES_06251	putative lytic enzyme	Pseudomonas aeruginosa LESB58 	GO:0004568	chitinase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00182	PMID:24451626
PALES_06251	PALES_06251	putative lytic enzyme	Pseudomonas aeruginosa LESB58 	GO:0006032	chitin catabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00182	PMID:24451626
PALES_06251	PALES_06251	putative lytic enzyme	Pseudomonas aeruginosa LESB58 	GO:0016998	cell wall macromolecule catabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00182	PMID:24451626
PALES_06281	trpG	anthranilate synthase component II	Pseudomonas aeruginosa LESB58 	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00566	PMID:24451626
PALES_06281	trpG	anthranilate synthase component II	Pseudomonas aeruginosa LESB58 	GO:0004049	anthranilate synthase activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0649	PMID:2153661
PALES_06281	trpG	anthranilate synthase component II	Pseudomonas aeruginosa LESB58 	GO:0000162	tryptophan biosynthetic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0649	PMID:2153661
PALES_06291	trpD	anthranilate phosphoribosyltransferase	Pseudomonas aeruginosa LESB58 	GO:0000162	tryptophan biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00211	PMID:24451626
PALES_06291	trpD	anthranilate phosphoribosyltransferase	Pseudomonas aeruginosa LESB58 	GO:0004048	anthranilate phosphoribosyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00211	PMID:24451626
PALES_06291	trpD	anthranilate phosphoribosyltransferase	Pseudomonas aeruginosa LESB58 	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.40.1030.10	PMID:24451626
PALES_06291	trpD	anthranilate phosphoribosyltransferase	Pseudomonas aeruginosa LESB58 	GO:0016757	transferase activity, transferring glycosyl groups	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.40.1030.10	PMID:24451626
PALES_06301	trpC	indole-3-glycerol-phosphate synthase	Pseudomonas aeruginosa LESB58 	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF51366	PMID:24451626
PALES_06301	trpC	indole-3-glycerol-phosphate synthase	Pseudomonas aeruginosa LESB58 	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF51366	PMID:24451626
PALES_06301	trpC	indole-3-glycerol-phosphate synthase	Pseudomonas aeruginosa LESB58 	GO:0004425	indole-3-glycerol-phosphate synthase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00134_B	PMID:24451626
PALES_06301	trpC	indole-3-glycerol-phosphate synthase	Pseudomonas aeruginosa LESB58 	GO:0006568	tryptophan metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00614	PMID:24451626
PALES_06311	vfr	cAMP-regulatory protein	Pseudomonas aeruginosa LESB58 	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00325	PMID:24451626
PALES_06311	vfr	cAMP-regulatory protein	Pseudomonas aeruginosa LESB58 	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00325	PMID:24451626
PALES_06311	vfr	cAMP-regulatory protein	Pseudomonas aeruginosa LESB58 	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00042	PMID:24451626
PALES_06311	vfr	cAMP-regulatory protein	Pseudomonas aeruginosa LESB58 	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00042	PMID:24451626
PALES_06311	vfr	cAMP-regulatory protein	Pseudomonas aeruginosa LESB58 	GO:0043902	positive regulation of multi-organism process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0652	PMID:9190808
PALES_06311	vfr	cAMP-regulatory protein	Pseudomonas aeruginosa LESB58 	GO:0009405	pathogenesis	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0652	PMID:14977975
PALES_06331	speD	S-adenosylmethionine decarboxylase	Pseudomonas aeruginosa LESB58 	GO:0004014	adenosylmethionine decarboxylase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF001356	PMID:24451626
PALES_06331	speD	S-adenosylmethionine decarboxylase	Pseudomonas aeruginosa LESB58 	GO:0008295	spermidine biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF001356	PMID:24451626
PALES_06341	PALES_06341	putative ubiquinone biosynthesis protein	Pseudomonas aeruginosa LESB58 	GO:0006744	ubiquinone biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd01042	PMID:24451626
PALES_06341	PALES_06341	putative ubiquinone biosynthesis protein	Pseudomonas aeruginosa LESB58 	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd01042	PMID:24451626
PALES_06351	PALES_06351	putative HIT family protein	Pseudomonas aeruginosa LESB58 	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.30.428.10	PMID:24451626
PALES_06361	PALES_06361	putative ATPase	Pseudomonas aeruginosa LESB58 	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00004	PMID:24451626
PALES_06381	PALES_06381	hypothetical protein	Pseudomonas aeruginosa LESB58 	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF05656	PMID:24451626
PALES_06391	PALES_06391	putative 2-nitropropane dioxygenase	Pseudomonas aeruginosa LESB58 	GO:0018580	nitronate monooxygenase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03060	PMID:24451626
PALES_06391	PALES_06391	putative 2-nitropropane dioxygenase	Pseudomonas aeruginosa LESB58 	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03060	PMID:24451626
PALES_06391	PALES_06391	putative 2-nitropropane dioxygenase	Pseudomonas aeruginosa LESB58 	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.20.20.70	PMID:24451626
PALES_06411	argC	N-acetyl-gamma-glutamyl-phosphate reductase	Pseudomonas aeruginosa LESB58 	GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01224	PMID:24451626
PALES_06411	argC	N-acetyl-gamma-glutamyl-phosphate reductase	Pseudomonas aeruginosa LESB58 	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01224	PMID:24451626
PALES_06411	argC	N-acetyl-gamma-glutamyl-phosphate reductase	Pseudomonas aeruginosa LESB58 	GO:0006526	arginine biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01850	PMID:24451626
PALES_06411	argC	N-acetyl-gamma-glutamyl-phosphate reductase	Pseudomonas aeruginosa LESB58 	GO:0005737	cytoplasm	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02774	PMID:24451626
PALES_06411	argC	N-acetyl-gamma-glutamyl-phosphate reductase	Pseudomonas aeruginosa LESB58 	GO:0008652	cellular amino acid biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02774	PMID:24451626
PALES_06411	argC	N-acetyl-gamma-glutamyl-phosphate reductase	Pseudomonas aeruginosa LESB58 	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02774	PMID:24451626
PALES_06411	argC	N-acetyl-gamma-glutamyl-phosphate reductase	Pseudomonas aeruginosa LESB58 	GO:0046983	protein dimerization activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02774	PMID:24451626
PALES_06411	argC	N-acetyl-gamma-glutamyl-phosphate reductase	Pseudomonas aeruginosa LESB58 	GO:0051287	NAD binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01118	PMID:24451626
PALES_06441	PALES_06441	iron-sulfur cluster insertion protein ErpA	Pseudomonas aeruginosa LESB58 	GO:0097428	protein maturation by iron-sulfur cluster transfer	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01380	PMID:24451626
PALES_06441	PALES_06441	iron-sulfur cluster insertion protein ErpA	Pseudomonas aeruginosa LESB58 	GO:0005198	structural molecule activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00049	PMID:24451626
PALES_06441	PALES_06441	iron-sulfur cluster insertion protein ErpA	Pseudomonas aeruginosa LESB58 	GO:0051536	iron-sulfur cluster binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00049	PMID:24451626
PALES_06451	anmK	anhydro-N-acetylmuramic acid kinase	Pseudomonas aeruginosa LESB58 	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01270	PMID:24451626
PALES_06451	anmK	anhydro-N-acetylmuramic acid kinase	Pseudomonas aeruginosa LESB58 	GO:0006040	amino sugar metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01270	PMID:24451626
PALES_06451	anmK	anhydro-N-acetylmuramic acid kinase	Pseudomonas aeruginosa LESB58 	GO:0009254	peptidoglycan turnover	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01270	PMID:24451626
PALES_06451	anmK	anhydro-N-acetylmuramic acid kinase	Pseudomonas aeruginosa LESB58 	GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01270	PMID:24451626
PALES_06471	tyrZ	tyrosyl-tRNA synthetase	Pseudomonas aeruginosa LESB58 	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.10.290.10	PMID:24451626
PALES_06471	tyrZ	tyrosyl-tRNA synthetase	Pseudomonas aeruginosa LESB58 	GO:0004831	tyrosine-tRNA ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_02007	PMID:24451626
PALES_06471	tyrZ	tyrosyl-tRNA synthetase	Pseudomonas aeruginosa LESB58 	GO:0000166	nucleotide binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00805	PMID:24451626
PALES_06471	tyrZ	tyrosyl-tRNA synthetase	Pseudomonas aeruginosa LESB58 	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00805	PMID:24451626
PALES_06471	tyrZ	tyrosyl-tRNA synthetase	Pseudomonas aeruginosa LESB58 	GO:0005737	cytoplasm	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00805	PMID:24451626
PALES_06471	tyrZ	tyrosyl-tRNA synthetase	Pseudomonas aeruginosa LESB58 	GO:0006437	tyrosyl-tRNA aminoacylation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00805	PMID:24451626
PALES_06471	tyrZ	tyrosyl-tRNA synthetase	Pseudomonas aeruginosa LESB58 	GO:0004812	aminoacyl-tRNA ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00178	PMID:24451626
PALES_06471	tyrZ	tyrosyl-tRNA synthetase	Pseudomonas aeruginosa LESB58 	GO:0006418	tRNA aminoacylation for protein translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00178	PMID:24451626
PALES_06481	birA	biotin--protein ligase	Pseudomonas aeruginosa LESB58 	GO:0004077	biotin-[acetyl-CoA-carboxylase] ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00978	PMID:24451626
PALES_06481	birA	biotin--protein ligase	Pseudomonas aeruginosa LESB58 	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00978	PMID:24451626
PALES_06481	birA	biotin--protein ligase	Pseudomonas aeruginosa LESB58 	GO:0006464	cellular protein modification process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03099	PMID:24451626
PALES_06491	PALES_06491	pantothenate kinase	Pseudomonas aeruginosa LESB58 	GO:0004594	pantothenate kinase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01274	PMID:24451626
PALES_06501	PALES_06501	hypothetical protein	Pseudomonas aeruginosa LESB58 	GO:0042834	peptidoglycan binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.30.70.1070	PMID:24451626
PALES_06511	tufB	elongation factor Tu	Pseudomonas aeruginosa LESB58 	GO:0005525	GTP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03144	PMID:24451626
PALES_06511	tufB	elongation factor Tu	Pseudomonas aeruginosa LESB58 	GO:0003924	GTPase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51722	PMID:24451626
PALES_06511	tufB	elongation factor Tu	Pseudomonas aeruginosa LESB58 	GO:0003746	translation elongation factor activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00118_B	PMID:24451626
PALES_06511	tufB	elongation factor Tu	Pseudomonas aeruginosa LESB58 	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00118_B	PMID:24451626
PALES_06511	tufB	elongation factor Tu	Pseudomonas aeruginosa LESB58 	GO:0006414	translational elongation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00118_B	PMID:24451626
PALES_06511	tufB	elongation factor Tu	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA4265	PMID:6796560
PALES_06511	tufB	elongation factor Tu	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA4277	PMID:7011904
PALES_06521	secE	preprotein translocase subunit SecE	Pseudomonas aeruginosa LESB58 	GO:0009306	protein secretion	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR01650	PMID:24451626
PALES_06521	secE	preprotein translocase subunit SecE	Pseudomonas aeruginosa LESB58 	GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR01650	PMID:24451626
PALES_06521	secE	preprotein translocase subunit SecE	Pseudomonas aeruginosa LESB58 	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR01650	PMID:24451626
PALES_06521	secE	preprotein translocase subunit SecE	Pseudomonas aeruginosa LESB58 	GO:0006605	protein targeting	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01067	PMID:24451626
PALES_06521	secE	preprotein translocase subunit SecE	Pseudomonas aeruginosa LESB58 	GO:0006886	intracellular protein transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01067	PMID:24451626
PALES_06521	secE	preprotein translocase subunit SecE	Pseudomonas aeruginosa LESB58 	GO:0016020	membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01067	PMID:24451626
PALES_06521	secE	preprotein translocase subunit SecE	Pseudomonas aeruginosa LESB58 	GO:0015031	protein transport	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA4276	PMID:2673920
PALES_06531	nusG	transcription antitermination protein NusG	Pseudomonas aeruginosa LESB58 	GO:0032784	regulation of DNA-templated transcription, elongation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00948	PMID:24451626
PALES_06531	nusG	transcription antitermination protein NusG	Pseudomonas aeruginosa LESB58 	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF82679	PMID:24451626
PALES_06541	rplK	50S ribosomal protein L11	Pseudomonas aeruginosa LESB58 	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46906	PMID:24451626
PALES_06541	rplK	50S ribosomal protein L11	Pseudomonas aeruginosa LESB58 	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46906	PMID:24451626
PALES_06541	rplK	50S ribosomal protein L11	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46906	PMID:24451626
PALES_06541	rplK	50S ribosomal protein L11	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA4274	PMID:2483975
PALES_06551	rplA	50S ribosomal protein L1	Pseudomonas aeruginosa LESB58 	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01318_B	PMID:24451626
PALES_06551	rplA	50S ribosomal protein L1	Pseudomonas aeruginosa LESB58 	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01318_B	PMID:24451626
PALES_06551	rplA	50S ribosomal protein L1	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01318_B	PMID:24451626
PALES_06551	rplA	50S ribosomal protein L1	Pseudomonas aeruginosa LESB58 	GO:0015934	large ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01318_B	PMID:24451626
PALES_06551	rplA	50S ribosomal protein L1	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA4273	PMID:365581
PALES_06561	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa LESB58 	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00466	PMID:24451626
PALES_06561	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa LESB58 	GO:0042254	ribosome biogenesis	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00466	PMID:24451626
PALES_06561	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa LESB58 	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01109	PMID:24451626
PALES_06561	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa LESB58 	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01109	PMID:24451626
PALES_06561	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01109	PMID:24451626
PALES_06561	rplJ	50S ribosomal protein L10	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA4272	PMID:782920
PALES_06571	rplL	50S ribosomal protein L7/L12	Pseudomonas aeruginosa LESB58 	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00387	PMID:24451626
PALES_06571	rplL	50S ribosomal protein L7/L12	Pseudomonas aeruginosa LESB58 	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00387	PMID:24451626
PALES_06571	rplL	50S ribosomal protein L7/L12	Pseudomonas aeruginosa LESB58 	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00387	PMID:24451626
PALES_06571	rplL	50S ribosomal protein L7/L12	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00387	PMID:24451626
PALES_06571	rplL	50S ribosomal protein L7/L12	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA4271	PMID:2751714
PALES_06581	rpoB	DNA-directed RNA polymerase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00653	PMID:24451626
PALES_06581	rpoB	DNA-directed RNA polymerase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0006351	transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00653	PMID:24451626
PALES_06581	rpoB	DNA-directed RNA polymerase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0032549	ribonucleoside binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00653	PMID:24451626
PALES_06581	rpoB	DNA-directed RNA polymerase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR02013	PMID:24451626
PALES_06591	rpoC	DNA-directed RNA polymerase subunit beta'	Pseudomonas aeruginosa LESB58 	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00663	PMID:24451626
PALES_06591	rpoC	DNA-directed RNA polymerase subunit beta'	Pseudomonas aeruginosa LESB58 	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00663	PMID:24451626
PALES_06591	rpoC	DNA-directed RNA polymerase subunit beta'	Pseudomonas aeruginosa LESB58 	GO:0006351	transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00663	PMID:24451626
PALES_06601	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa LESB58 	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd03368	PMID:24451626
PALES_06601	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd03368	PMID:24451626
PALES_06601	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa LESB58 	GO:0015935	small ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd03368	PMID:24451626
PALES_06601	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa LESB58 	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00164	PMID:24451626
PALES_06601	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa LESB58 	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00164	PMID:24451626
PALES_06601	rpsL	30S ribosomal protein S12	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA4268	PMID:10209746
PALES_06611	rpsG	30S ribosomal protein S7	Pseudomonas aeruginosa LESB58 	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00052	PMID:24451626
PALES_06611	rpsG	30S ribosomal protein S7	Pseudomonas aeruginosa LESB58 	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00052	PMID:24451626
PALES_06611	rpsG	30S ribosomal protein S7	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00052	PMID:24451626
PALES_06611	rpsG	30S ribosomal protein S7	Pseudomonas aeruginosa LESB58 	GO:0015935	small ribosomal subunit	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00480_B	PMID:24451626
PALES_06611	rpsG	30S ribosomal protein S7	Pseudomonas aeruginosa LESB58 	GO:0006412	translation	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA4267	PMID:7507167
PALES_06621	fusA1	elongation factor G	Pseudomonas aeruginosa LESB58 	GO:0003746	translation elongation factor activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00484	PMID:24451626
